,item,score,user,rank,Algorithm
7822,318510,4.928085199469677,1179225,8,itemItem
7823,184346,4.869756273026609,1179225,9,itemItem
7824,425199,4.860163380822114,1179225,10,itemItem
7825,263386,4.8529154849011915,1179225,11,itemItem
7826,274733,4.841951838236109,1179225,12,itemItem
7827,162998,4.82087965060887,1179225,13,itemItem
7828,264072,4.809545198721254,1179225,14,itemItem
7829,505119,4.780705073650041,1179225,15,itemItem
7830,64915,4.730031893032418,1179225,16,itemItem
7831,162171,4.729102389504174,1179225,17,itemItem
7832,217400,4.720476663009941,1179225,18,itemItem
7833,265896,4.685864379138627,1179225,19,itemItem
7834,166284,4.671151883405423,1179225,20,itemItem
7835,198711,4.631320762713173,1179225,21,itemItem
7836,172700,4.581173261635824,1179225,22,itemItem
7837,176535,4.580208638814007,1179225,23,itemItem
7838,269750,4.555080454833994,1179225,24,itemItem
7839,215229,4.546763822760496,1179225,25,itemItem
7840,250276,4.5125757885724616,1179225,26,itemItem
7841,103136,4.498686899683572,1179225,27,itemItem
7842,56179,4.498686899683572,1179225,28,itemItem
7843,178002,4.441868717865391,1179225,29,itemItem
7844,59043,4.342078851220694,1179225,30,itemItem
7845,334702,4.290353566350239,1179225,31,itemItem
7846,330149,4.123686899683572,1179225,32,itemItem
7847,250673,4.0659986253855385,1179225,33,itemItem
7848,62275,3.990478199482689,1179225,34,itemItem
7849,288055,3.953981212554697,1179225,35,itemItem
7850,242722,3.9283470628656625,1179225,36,itemItem
7851,164049,3.8081049680609107,1179225,37,itemItem
7852,85408,3.6236868996835723,1179225,38,itemItem
7853,361334,3.592078851220694,1179225,39,itemItem
7854,456995,4.445723115633736,67899,1,itemItem
7855,269750,4.4248897823004025,67899,2,itemItem
7856,425199,4.39016756007818,67899,3,itemItem
7857,280658,4.210424075088481,67899,4,itemItem
7858,184631,4.2040138186782245,67899,5,itemItem
7859,174274,4.187347152011558,67899,6,itemItem
7860,216034,4.187347152011558,67899,7,itemItem
7861,171692,4.176236040900447,67899,8,itemItem
7862,221194,4.162347152011558,67899,9,itemItem
7863,163973,4.144490009154414,67899,10,itemItem
7864,269483,4.144490009154414,67899,11,itemItem
7865,199299,4.120680485344891,67899,12,itemItem
7866,214576,4.120680485344891,67899,13,itemItem
7867,71483,4.087347152011557,67899,14,itemItem
7868,190690,4.087347152011557,67899,15,itemItem
7869,197977,4.087347152011557,67899,16,itemItem
7870,223066,4.087347152011557,67899,17,itemItem
7871,433625,4.087347152011557,67899,18,itemItem
7872,162998,4.073061437725843,67899,19,itemItem
7873,212298,4.065124929789335,67899,20,itemItem
7874,203728,4.037347152011558,67899,21,itemItem
7875,223478,4.037347152011558,67899,22,itemItem
7876,225076,4.037347152011558,67899,23,itemItem
7877,315653,4.037347152011558,67899,24,itemItem
7878,358492,4.037347152011558,67899,25,itemItem
7879,424013,4.037347152011558,67899,26,itemItem
7880,264072,4.020680485344891,67899,27,itemItem
7881,155047,4.014619879284285,67899,28,itemItem
7882,304905,4.001632866297272,67899,29,itemItem
7883,322606,3.9540138186782245,67899,30,itemItem
7884,166284,3.911498307022734,67899,31,itemItem
7885,258994,3.8873471520115572,67899,32,itemItem
7886,340753,3.8873471520115572,67899,33,itemItem
7887,250276,3.8718157673401943,67899,34,itemItem
7888,222998,3.8400697355941613,67899,35,itemItem
7889,259484,3.8162602117846385,67899,36,itemItem
7890,250822,3.8162602117846376,67899,37,itemItem
7891,60506,3.7940488927823495,67899,38,itemItem
7892,17104,3.7873471520115576,67899,39,itemItem
7893,244344,3.7873471520115576,67899,40,itemItem
7894,284512,3.7873471520115576,67899,41,itemItem
7895,177984,3.7829268784513044,67899,42,itemItem
7896,247006,3.7607046562290827,67899,43,itemItem
7897,244175,3.732926878451305,67899,44,itemItem
7898,309526,3.7317915964560022,67899,45,itemItem
7899,428486,3.7317915964560022,67899,46,itemItem
7900,166279,3.6972125927370194,67899,47,itemItem
7901,253966,3.6206804853448906,67899,48,itemItem
7902,269785,3.6206804853448906,67899,49,itemItem
7903,167763,3.607926878451305,67899,50,itemItem
7904,176671,5.182844437745819,60716,1,itemItem
7905,184631,5.167255321904187,60716,2,itemItem
7906,216034,5.166177771079153,60716,3,itemItem
7907,284368,5.166177771079153,60716,4,itemItem
7908,171692,5.155066659968042,60716,5,itemItem
7909,179477,5.155066659968042,60716,6,itemItem
7910,238073,5.155066659968042,60716,7,itemItem
7911,280658,5.152751072211315,60716,8,itemItem
7912,219708,5.141177771079152,60716,9,itemItem
7913,304018,5.135457360524864,60716,10,itemItem
7914,279511,5.129411295676371,60716,11,itemItem
7915,372963,5.127166204419896,60716,12,itemItem
7916,86969,5.123320628222009,60716,13,itemItem
7917,284323,5.121769679374324,60716,14,itemItem
7918,259484,5.105601771866847,60716,15,itemItem
7919,318203,5.1015676591723045,60716,16,itemItem
7920,47057,5.0995111044124855,60716,17,itemItem
7921,146320,5.0995111044124855,60716,18,itemItem
7922,253289,5.0995111044124855,60716,19,itemItem
7923,163971,5.084359589260971,60716,20,itemItem
7924,320671,5.082181318921275,60716,21,itemItem
7925,318510,5.079646688559815,60716,22,itemItem
7926,339035,5.07161064886434,60716,23,itemItem
7927,456995,5.07161064886434,60716,24,itemItem
7928,173659,5.066177771079152,60716,25,itemItem
7929,176415,5.066177771079152,60716,26,itemItem
7930,178445,5.066177771079152,60716,27,itemItem
7931,213066,5.066177771079152,60716,28,itemItem
7932,223066,5.066177771079152,60716,29,itemItem
7933,243106,5.066177771079152,60716,30,itemItem
7934,253291,5.066177771079152,60716,31,itemItem
7935,275011,5.066177771079152,60716,32,itemItem
7936,326786,5.066177771079152,60716,33,itemItem
7937,428485,5.066177771079152,60716,34,itemItem
7938,328152,5.058392623656883,60716,35,itemItem
7939,247006,5.050046216311292,60716,36,itemItem
7940,425199,5.022587678595141,60716,37,itemItem
7941,193601,5.016177771079152,60716,38,itemItem
7942,216277,5.016177771079152,60716,39,itemItem
7943,253725,5.016177771079152,60716,40,itemItem
7944,290151,5.016177771079152,60716,41,itemItem
7945,347701,5.016177771079152,60716,42,itemItem
7946,376858,5.016177771079152,60716,43,itemItem
7947,423872,5.016177771079152,60716,44,itemItem
7948,232918,5.016055093308784,60716,45,itemItem
7949,166537,5.010457360524864,60716,46,itemItem
7950,173566,5.010457360524864,60716,47,itemItem
7951,229164,4.99890491836516,60716,48,itemItem
7952,155047,4.99345049835188,60716,49,itemItem
7953,358492,4.988277315531007,60716,50,itemItem
7954,101117,4.2661956358272235,125640,1,itemItem
7955,34207,4.23977958829429,125640,2,itemItem
7956,166537,4.182862302493891,125640,3,itemItem
7957,176535,4.182219898313645,125640,4,itemItem
7958,259484,4.178484345221763,125640,5,itemItem
7959,166284,4.154269587754639,125640,6,itemItem
7960,243106,4.145151011888429,125640,7,itemItem
7961,223066,4.145151011888429,125640,8,itemItem
7962,176671,4.142364825849877,125640,9,itemItem
7963,214514,4.1256981591832105,125640,10,itemItem
7964,247006,4.122928789666207,125640,11,itemItem
7965,130078,4.114587048072099,125640,12,itemItem
7966,221194,4.10069815918321,125640,13,itemItem
7967,219708,4.10069815918321,125640,14,itemItem
7968,269483,4.082841016326067,125640,15,itemItem
7969,60506,4.081993117151587,125640,16,itemItem
7970,169601,4.059031492516543,125640,17,itemItem
7971,253289,4.059031492516543,125640,18,itemItem
7972,163971,4.0438799773650285,125640,19,itemItem
7973,173659,4.02569815918321,125640,20,itemItem
7974,65785,4.02569815918321,125640,21,itemItem
7975,261888,4.003475936960988,125640,22,itemItem
7976,115415,4.003475936960988,125640,23,itemItem
7977,123820,3.97569815918321,125640,24,itemItem
7978,8823,3.97569815918321,125640,25,itemItem
7979,217537,3.97569815918321,125640,26,itemItem
7980,167763,3.97015101188843,125640,27,itemItem
7981,171867,3.9180058514909026,125640,28,itemItem
7982,126943,3.8256981591832098,125640,29,itemItem
7983,210661,3.7971267306117813,125640,30,itemItem
7984,155047,3.7807397312916793,125640,31,itemItem
7985,249052,3.7641596976447484,125640,32,itemItem
7986,166673,3.34515101188843,125640,33,itemItem
7987,212118,3.3391812897332374,125640,34,itemItem
7988,246546,3.185271332599555,125640,35,itemItem
7989,209719,3.09515101188843,125640,36,itemItem
7990,176535,4.579278462949685,482933,1,itemItem
7991,372963,4.51164561270814,482933,2,itemItem
7992,269750,4.435256723819251,482933,3,itemItem
7993,162998,4.408471009533536,482933,4,itemItem
7994,280658,4.385752389741968,482933,5,itemItem
7995,184631,4.379342133331711,482933,6,itemItem
7996,199170,4.337675466665044,482933,7,itemItem
7997,279511,4.319818323807901,482933,8,itemItem
7998,199299,4.296008799998377,482933,9,itemItem
7999,178002,4.280857284846863,482933,10,itemItem
8000,163971,4.280857284846863,482933,11,itemItem
8001,197977,4.262675466665044,482933,12,itemItem
8002,217400,4.262675466665044,482933,13,itemItem
8003,284512,4.216176004970847,482933,14,itemItem
8004,173566,4.212675466665044,482933,15,itemItem
8005,250822,4.163830680951772,482933,16,itemItem
8006,307684,4.129342133331711,482933,17,itemItem
8007,126943,4.062675466665044,482933,18,itemItem
8008,211539,4.0341040380936155,482933,19,itemItem
8009,269785,3.956090057152583,482933,20,itemItem
8010,253966,3.7960087999983774,482933,21,itemItem
8011,171692,5.450807595860697,860079,1,itemItem
8012,238073,5.348099321089845,860079,2,itemItem
8013,221194,5.336861397971153,860079,3,itemItem
8014,304018,5.336861397971153,860079,4,itemItem
8015,372963,5.336560475313175,860079,5,itemItem
8016,253289,5.324450789527971,860079,6,itemItem
8017,169648,5.3190042551140095,860079,7,itemItem
8018,455496,5.3190042551140095,860079,8,itemItem
8019,176535,5.313399887218073,860079,9,itemItem
8020,269750,5.304510679052301,860079,10,itemItem
8021,215229,5.299141807301222,860079,11,itemItem
8022,250822,5.295194731304486,860079,12,itemItem
8023,318203,5.292660505369503,860079,13,itemItem
8024,339035,5.281004919757619,860079,14,itemItem
8025,456995,5.281004919757619,860079,15,itemItem
8026,178002,5.280043216152971,860079,16,itemItem
8027,217536,5.280043216152971,860079,17,itemItem
8028,199170,5.273360460948823,860079,18,itemItem
8029,211811,5.261861397971153,860079,19,itemItem
8030,285084,5.261861397971153,860079,20,itemItem
8031,176671,5.24144362116265,860079,21,itemItem
8032,326786,5.2321166435059965,860079,22,itemItem
8033,222998,5.221869899848014,860079,23,itemItem
8034,173659,5.218599395779453,860079,24,itemItem
8035,315657,5.212516081532781,860079,25,itemItem
8036,280658,5.211765710168969,860079,26,itemItem
8037,64915,5.210162251553665,860079,27,itemItem
8038,216277,5.197671586424286,860079,28,itemItem
8039,269483,5.183163935831335,860079,29,itemItem
8040,172700,5.164727042705157,860079,30,itemItem
8041,246834,5.162227114910234,860079,31,itemItem
8042,272173,5.156750813467066,860079,32,itemItem
8043,184631,5.152563113244701,860079,33,itemItem
8044,284323,5.152310290917372,860079,34,itemItem
8045,223478,5.148360460948823,860079,35,itemItem
8046,254185,5.145176146479375,860079,36,itemItem
8047,328152,5.142504820482935,860079,37,itemItem
8048,259484,5.131159163386868,860079,38,itemItem
8049,307684,5.12852806463782,860079,39,itemItem
8050,310390,5.12852806463782,860079,40,itemItem
8051,223829,5.119655098082809,860079,41,itemItem
8052,219708,5.118219381826462,860079,42,itemItem
8053,163971,5.116007648235353,860079,43,itemItem
8054,345806,5.111601815148775,860079,44,itemItem
8055,60506,5.1015691479683145,860079,45,itemItem
8056,164333,5.097825830053535,860079,46,itemItem
8057,177984,5.097825830053535,860079,47,itemItem
8058,299873,5.097825830053535,860079,48,itemItem
8059,229164,5.095251847919247,860079,49,itemItem
8060,59148,5.08855057266883,860079,50,itemItem
8061,166284,5.1455828425663395,89549,1,itemItem
8062,280658,5.110490527098892,89549,2,itemItem
8063,122032,5.102751914322834,89549,3,itemItem
8064,231025,5.100575354957932,89549,4,itemItem
8065,219708,5.092011413994911,89549,5,itemItem
8066,184631,5.088611664455494,89549,6,itemItem
8067,221194,5.084484917249123,89549,7,itemItem
8068,249188,5.080706691152162,89549,8,itemItem
8069,114029,5.076302492910858,89549,9,itemItem
8070,176671,5.0758376201280075,89549,10,itemItem
8071,199303,5.074154271137767,89549,11,itemItem
8072,259484,5.073186182961212,89549,12,itemItem
8073,238073,5.060833886677717,89549,13,itemItem
8074,269483,5.0598294735084215,89549,14,itemItem
8075,218924,5.057991537670228,89549,15,itemItem
8076,173659,5.045609057179977,89549,16,itemItem
8077,65785,5.039852849627879,89549,17,itemItem
8078,163971,5.035193232176729,89549,18,itemItem
8079,208461,5.0343416888193975,89549,19,itemItem
8080,250822,5.020746937355302,89549,20,itemItem
8081,253289,5.020746937355302,89549,21,itemItem
8082,115415,5.017630627405657,89549,22,itemItem
8083,164333,5.0170114139949105,89549,23,itemItem
8084,166112,5.0170114139949105,89549,24,itemItem
8085,177984,5.006575615003957,89549,25,itemItem
8086,212298,4.974707339559958,89549,26,itemItem
8087,220304,4.972223095183124,89549,27,itemItem
8088,261888,4.969595580041051,89549,28,itemItem
8089,225347,4.967011413994911,89549,29,itemItem
8090,101117,4.96679041038571,89549,30,itemItem
8091,93986,4.95,89549,31,itemItem
8092,331143,4.95,89549,32,itemItem
8093,225076,4.948432698882763,89549,33,itemItem
8094,60506,4.94632702251228,89549,34,itemItem
8095,58730,4.9412811407378046,89549,35,itemItem
8096,223478,4.937413604021969,89549,36,itemItem
8097,155047,4.934238614882342,89549,37,itemItem
8098,166279,4.931297128280625,89549,38,itemItem
8099,216034,4.927985074626866,89549,39,itemItem
8100,171867,4.922312133236117,89549,40,itemItem
8101,162171,4.920499863088853,89549,41,itemItem
8102,505119,4.914285714285715,89549,42,itemItem
8103,178156,4.897989013561153,89549,43,itemItem
8104,166537,4.883776022255355,89549,44,itemItem
8105,41008,4.883678080661578,89549,45,itemItem
8106,198884,4.883678080661578,89549,46,itemItem
8107,219755,4.883678080661578,89549,47,itemItem
8108,304652,4.883678080661578,89549,48,itemItem
8109,184346,4.861453467834788,89549,49,itemItem
8110,254185,4.854080270688636,89549,50,itemItem
8111,211811,5.062024421311904,593927,1,itemItem
8112,197977,5.009760727882686,593927,2,itemItem
8113,229164,4.888037813294284,593927,3,itemItem
8114,170262,4.809971171627172,593927,4,itemItem
8115,258994,4.8097607278826855,593927,5,itemItem
8116,64915,4.734286590137759,593927,6,itemItem
8117,147818,4.504947703441248,593927,7,itemItem
8118,301808,4.348961761496788,593927,8,itemItem
8119,172700,4.2996343445904355,593927,9,itemItem
8120,176671,4.137840416041127,593927,10,itemItem
8121,179477,4.094926880513419,593927,11,itemItem
8122,204386,3.934676047211074,593927,12,itemItem
8123,56179,3.8990015660783706,593927,13,itemItem
8124,171867,3.898345683932222,593927,14,itemItem
8125,265900,3.8524422067255433,593927,15,itemItem
8126,315653,3.821575011369185,593927,16,itemItem
8127,219755,3.685775540058877,593927,17,itemItem
8128,269816,3.6742190900654808,593927,18,itemItem
8129,274733,3.61910887339221,593927,19,itemItem
8130,62275,3.1385048043511956,593927,20,itemItem
8131,85408,2.924219090065481,593927,21,itemItem
8132,58730,5.481132215036341,337120,1,itemItem
8133,212298,5.422433815548618,337120,2,itemItem
8134,425199,5.4215475631163095,337120,3,itemItem
8135,225076,5.394221656677382,337120,4,itemItem
8136,264072,5.371510993035709,337120,5,itemItem
8137,177981,5.366766290118935,337120,6,itemItem
8138,176535,5.350531752259526,337120,7,itemItem
8139,162171,5.348149502202633,337120,8,itemItem
8140,178156,5.322778572945221,337120,9,itemItem
8141,277324,5.283033193135216,337120,10,itemItem
8142,221194,5.269010013129091,337120,11,itemItem
8143,163973,5.251152870271948,337120,12,itemItem
8144,222998,5.251152870271948,337120,13,itemItem
8145,281442,5.251152870271948,337120,14,itemItem
8146,197977,5.246735591955822,337120,15,itemItem
8147,166284,5.236603526903439,337120,16,itemItem
8148,315653,5.2323736571687105,337120,17,itemItem
8149,214576,5.227343346462424,337120,18,itemItem
8150,174274,5.20803209833201,337120,19,itemItem
8151,269750,5.206510013129091,337120,20,itemItem
8152,177984,5.194010013129091,337120,21,itemItem
8153,190690,5.194010013129091,337120,22,itemItem
8154,433625,5.194010013129091,337120,23,itemItem
8155,203728,5.144010013129091,337120,24,itemItem
8156,223478,5.144010013129091,337120,25,itemItem
8157,244175,5.144010013129091,337120,26,itemItem
8158,424013,5.144010013129091,337120,27,itemItem
8159,505119,5.128472008825235,337120,28,itemItem
8160,231025,5.080198909484928,337120,29,itemItem
8161,61358,5.060676679795758,337120,30,itemItem
8162,304652,5.060676679795758,337120,31,itemItem
8163,322606,5.060676679795758,337120,32,itemItem
8164,250673,5.0353048256047375,337120,33,itemItem
8165,176671,5.035269959328553,337120,34,itemItem
8166,126943,4.994010013129091,337120,35,itemItem
8167,258994,4.994010013129091,337120,36,itemItem
8168,223829,4.980198909484927,337120,37,itemItem
8169,13267,4.930198909484927,337120,38,itemItem
8170,278197,4.930198909484927,337120,39,itemItem
8171,229164,4.875079548670067,337120,40,itemItem
8172,309526,4.838454457573536,337120,41,itemItem
8173,253966,4.8157069905020435,337120,42,itemItem
8174,204386,4.742836011024343,337120,43,itemItem
8175,244344,4.7292056149866655,337120,44,itemItem
8176,130078,4.718482042075125,337120,45,itemItem
8177,209963,4.707924129012134,337120,46,itemItem
8178,250822,4.685144214646855,337120,47,itemItem
8179,213182,4.680198909484927,337120,48,itemItem
8180,228520,4.666201142596534,337120,49,itemItem
8181,212118,4.5937463840462955,337120,50,itemItem
8182,176535,5.174456382020196,163112,1,itemItem
8183,272173,5.134044488065285,163112,2,itemItem
8184,174274,5.081496765883875,163112,3,itemItem
8185,58730,5.036226345229905,163112,4,itemItem
8186,218924,5.018369202372762,163112,5,itemItem
8187,64915,5.010418624706607,163112,6,itemItem
8188,162171,4.929456799078388,163112,7,itemItem
8189,232918,4.926616496627216,163112,8,itemItem
8190,425199,4.9158551401796755,163112,9,itemItem
8191,166284,4.88787634763609,163112,10,itemItem
8192,225076,4.8804190465718795,163112,11,itemItem
8193,264072,4.856087212834102,163112,12,itemItem
8194,277324,4.824048125596891,163112,13,itemItem
8195,280658,4.788975667819121,163112,14,itemItem
8196,178156,4.7852123305824215,163112,15,itemItem
8197,250276,4.754787633631087,163112,16,itemItem
8198,163973,4.750558277642973,163112,17,itemItem
8199,65785,4.717261305357432,163112,18,itemItem
8200,261888,4.69503908313521,163112,19,itemItem
8201,214514,4.681607086982808,163112,20,itemItem
8202,284368,4.681607086982808,163112,21,itemItem
8203,171692,4.670495975871697,163112,22,itemItem
8204,217537,4.6672613053574326,163112,23,itemItem
8205,279997,4.656607086982808,163112,24,itemItem
8206,249188,4.620444127993489,163112,25,itemItem
8207,259484,4.614940420316142,163112,26,itemItem
8208,348114,4.614940420316142,163112,27,itemItem
8209,123820,4.611775034446039,163112,28,itemItem
8210,213191,4.606555239104599,163112,29,itemItem
8211,221194,4.606555239104599,163112,30,itemItem
8212,163971,4.599788905164626,163112,31,itemItem
8213,169648,4.588698096247456,163112,32,itemItem
8214,49318,4.5816070869828085,163112,33,itemItem
8215,202941,4.5816070869828085,163112,34,itemItem
8216,223066,4.5816070869828085,163112,35,itemItem
8217,223829,4.5816070869828085,163112,36,itemItem
8218,247006,4.5593848647605855,163112,37,itemItem
8219,328152,4.5593848647605855,163112,38,itemItem
8220,177984,4.55784810537725,163112,39,itemItem
8221,269750,4.544055239104599,163112,40,itemItem
8222,331143,4.531607086982809,163112,41,itemItem
8223,351319,4.531607086982809,163112,42,itemItem
8224,190690,4.531555239104599,163112,43,itemItem
8225,433625,4.531555239104599,163112,44,itemItem
8226,134186,4.530578448636507,163112,45,itemItem
8227,199170,4.530578448636507,163112,46,itemItem
8228,243271,4.524319616064604,163112,47,itemItem
8229,60506,4.518449192245966,163112,48,itemItem
8230,126943,4.517261305357432,163112,49,itemItem
8231,269483,4.512721305779364,163112,50,itemItem
8232,231025,5.789192943203455,584814,1,itemItem
8233,318203,5.773152168759864,584814,2,itemItem
8234,269483,5.72840190469581,584814,3,itemItem
8235,272173,5.7255681685808515,584814,4,itemItem
8236,456995,5.6943347136801465,584814,5,itemItem
8237,299873,5.646271483772473,584814,6,itemItem
8238,433625,5.646271483772473,584814,7,itemItem
8239,264072,5.623527023586085,584814,8,itemItem
8240,218924,5.623027337774179,584814,9,itemItem
8241,176671,5.615725123175579,584814,10,itemItem
8242,250822,5.591036609426714,584814,11,itemItem
8243,184631,5.585576413828657,584814,12,itemItem
8244,280658,5.572808430611137,584814,13,itemItem
8245,221194,5.54390974716199,584814,14,itemItem
8246,225076,5.515884480631323,584814,15,itemItem
8247,114029,5.480560147878926,584814,16,itemItem
8248,197977,5.46890974716199,584814,17,itemItem
8249,155047,5.459274783440918,584814,18,itemItem
8250,60506,5.405751852425148,584814,19,itemItem
8251,304905,5.383195461447705,584814,20,itemItem
8252,247006,5.374386290810495,584814,21,itemItem
8253,73258,5.323329277190895,584814,22,itemItem
8254,223478,5.308661434159949,584814,23,itemItem
8255,205571,5.297409124885233,584814,24,itemItem
8256,214518,5.26890974716199,584814,25,itemItem
8257,167763,5.252494388904245,584814,26,itemItem
8258,269750,5.21802163848149,584814,27,itemItem
8259,309526,5.210328925075767,584814,28,itemItem
8260,358492,5.199026788725415,584814,29,itemItem
8261,199303,5.197143558498508,584814,30,itemItem
8262,94459,5.192192338606145,584814,31,itemItem
8263,228520,5.187244307212892,584814,32,itemItem
8264,244344,5.156431463460032,584814,33,itemItem
8265,301808,5.154280804408762,584814,34,itemItem
8266,216277,5.141409729614708,584814,35,itemItem
8267,284323,5.128179305731611,584814,36,itemItem
8268,261888,5.107226079023845,584814,37,itemItem
8269,220304,5.102493805765086,584814,38,itemItem
8270,59043,5.091671258990036,584814,39,itemItem
8271,345806,5.066975694256679,584814,40,itemItem
8272,212298,5.046350694255864,584814,41,itemItem
8273,213066,5.02292770730175,584814,42,itemItem
8274,253291,5.02292770730175,584814,43,itemItem
8275,253289,5.014848064252598,584814,44,itemItem
8276,265900,4.990410750154565,584814,45,itemItem
8277,253966,4.989764796793366,584814,46,itemItem
8278,232918,4.980950011061697,584814,47,itemItem
8279,226044,4.91722499700153,584814,48,itemItem
8280,269785,4.914675988835914,584814,49,itemItem
8281,253727,4.906660794588576,584814,50,itemItem
8282,217400,5.427816793434768,211184,1,itemItem
8283,211811,5.382631924756731,211184,2,itemItem
8284,370537,5.377816793434768,211184,3,itemItem
8285,103136,5.33257383277542,211184,4,itemItem
8286,109007,5.294483460101435,211184,5,itemItem
8287,176535,5.258109093876135,211184,6,itemItem
8288,134186,5.251828372142335,211184,7,itemItem
8289,315653,5.231304084454101,211184,8,itemItem
8290,259452,5.2278167934347675,211184,9,itemItem
8291,169648,5.182624472539538,211184,10,itemItem
8292,269750,5.156653465910568,211184,11,itemItem
8293,215229,5.126932208892228,211184,12,itemItem
8294,280658,5.1222696781659875,211184,13,itemItem
8295,126943,5.1212577762922455,211184,14,itemItem
8296,166284,5.112028710984285,211184,15,itemItem
8297,272173,5.108494621327668,211184,16,itemItem
8298,284323,5.097175384859771,211184,17,itemItem
8299,279997,5.096854822331864,211184,18,itemItem
8300,345806,5.094965233096145,211184,19,itemItem
8301,77800,5.093099105792713,211184,20,itemItem
8302,423875,5.091045126335886,211184,21,itemItem
8303,64915,5.0900064124998465,211184,22,itemItem
8304,163973,5.07766968259987,211184,23,itemItem
8305,130078,5.072346171301746,211184,24,itemItem
8306,250276,5.072346171301746,211184,25,itemItem
8307,199303,5.071198116485793,211184,26,itemItem
8308,455496,5.0688865136836645,211184,27,itemItem
8309,34207,5.063237931355689,211184,28,itemItem
8310,199170,5.057708883713551,211184,29,itemItem
8311,265900,5.055070663892529,211184,30,itemItem
8312,249188,5.054380307800433,211184,31,itemItem
8313,238073,5.05066217274568,211184,32,itemItem
8314,199299,5.047928573671802,211184,33,itemItem
8315,166112,5.044262689426621,211184,34,itemItem
8316,94459,5.035193355276397,211184,35,itemItem
8317,207825,5.035193355276397,211184,36,itemItem
8318,222998,5.024217558749249,211184,37,itemItem
8319,184348,5.019416316856537,211184,38,itemItem
8320,217536,5.019207093315895,211184,39,itemItem
8321,202547,5.018259134918494,211184,40,itemItem
8322,169601,5.0167906157461895,211184,41,itemItem
8323,250822,5.0167906157461895,211184,42,itemItem
8324,56184,5.007980546099388,211184,43,itemItem
8325,202941,5.0067692626876505,211184,44,itemItem
8326,218924,5.002559202802656,211184,45,itemItem
8327,190690,5.000121767695196,211184,46,itemItem
8328,115415,4.997486343575303,211184,47,itemItem
8329,212298,4.994061866992307,211184,48,itemItem
8330,47057,4.991817842915479,211184,49,itemItem
8331,65785,4.990648473074826,211184,50,itemItem
8332,215229,3.706286175279461,2001485021,1,itemItem
8333,171692,3.6720981410914266,2001485021,2,itemItem
8334,56179,3.6582092522025373,2001485021,3,itemItem
8335,101117,3.6165425855358704,2001485021,4,itemItem
8336,199299,3.6165425855358704,2001485021,5,itemItem
8337,178445,3.583209252202537,2001485021,6,itemItem
8338,247006,3.560987029980315,2001485021,7,itemItem
8339,278197,3.5332092522025373,2001485021,8,itemItem
8340,155047,3.5104819794752653,2001485021,9,itemItem
8341,176415,2.8054612711354876,2001485021,10,itemItem
8342,347477,2.5054612711354878,2001485021,11,itemItem
8343,284323,5.315564215764521,394077,1,itemItem
8344,250276,5.277896002128793,394077,2,itemItem
8345,176535,5.265477274557697,394077,3,itemItem
8346,216034,5.255313454926753,394077,4,itemItem
8347,272173,5.253175494537779,394077,5,itemItem
8348,184631,5.252517905425205,394077,6,itemItem
8349,166284,5.251747503735942,394077,7,itemItem
8350,215229,5.242623233925788,394077,8,itemItem
8351,59148,5.236530129850011,394077,9,itemItem
8352,174274,5.2358512387585385,394077,10,itemItem
8353,249188,5.2353471768093875,394077,11,itemItem
8354,214514,5.228068454932479,394077,12,itemItem
8355,219708,5.221458287920498,394077,13,itemItem
8356,64915,5.2131249545871645,394077,14,itemItem
8357,423875,5.212456312069609,394077,15,itemItem
8358,179477,5.212064964053402,394077,16,itemItem
8359,284368,5.201681278819201,394077,17,itemItem
8360,178002,5.1975690908889725,394077,18,itemItem
8361,122032,5.193651685013969,394077,19,itemItem
8362,199303,5.193651685013969,394077,20,itemItem
8363,47057,5.188646788260085,394077,21,itemItem
8364,146320,5.188646788260085,394077,22,itemItem
8365,391956,5.188646788260085,394077,23,itemItem
8366,269750,5.18783573093973,394077,24,itemItem
8367,171692,5.1853387459865115,394077,25,itemItem
8368,34207,5.183955535427263,394077,26,itemItem
8369,199170,5.183955535427263,394077,27,itemItem
8370,231025,5.183910077415531,394077,28,itemItem
8371,222998,5.18031893230737,394077,29,itemItem
8372,279511,5.166098392570119,394077,30,itemItem
8373,253289,5.161401788265811,394077,31,itemItem
8374,199299,5.156509408497846,394077,32,itemItem
8375,250822,5.156509408497846,394077,33,itemItem
8376,71483,5.155313454926753,394077,34,itemItem
8377,197977,5.155313454926753,394077,35,itemItem
8378,320671,5.155313454926752,394077,36,itemItem
8379,428485,5.155313454926752,394077,37,itemItem
8380,86969,5.141052934558387,394077,38,itemItem
8381,166112,5.136508827871112,394077,39,itemItem
8382,211811,5.136508827871112,394077,40,itemItem
8383,232501,5.136508827871112,394077,41,itemItem
8384,163971,5.134511737307116,394077,42,itemItem
8385,259484,5.13184888155442,394077,43,itemItem
8386,238073,5.12513240843162,394077,44,itemItem
8387,177984,5.123176075164513,394077,45,itemItem
8388,253291,5.123176075164513,394077,46,itemItem
8389,134186,5.120199999546193,394077,47,itemItem
8390,247006,5.113629016536316,394077,48,itemItem
8391,176415,5.108955535427262,394077,49,itemItem
8392,279997,5.1084656790588765,394077,50,itemItem
8393,214514,5.260513289915574,132383,1,itemItem
8394,176671,5.254288935023203,132383,2,itemItem
8395,130078,5.249402178804463,132383,3,itemItem
8396,216034,5.248733437276469,132383,4,itemItem
8397,199170,5.235513289915573,132383,5,itemItem
